Time,Qbor_pos_first_year,Qbor_pos_second_year,Qbor_pos_tenth_year,Qbor_pos_avg_20_years
3330000,3822.185303,3125.365234,4008.737061,3949.2404787
3333600,3327.430176,3187.06543,2852.032471,2789.2313476000004
3337200,2243.112305,1910.926514,1743.84729,1887.2981689999997
3340800,1454.8927,1266.338989,1198.16748,1711.53471675
3344400,1043.270874,921.9081421,1479.810303,1631.48930969
3348000,798.5234985,711.4533081,2621.252686,1555.98999633
3351600,656.4272461,1152.252197,1731.810913,1493.7002867750002
3355200,2332.374268,2413.097168,1077.478638,1273.417169195
3358800,1738.45459,1482.826538,764.9289551,864.01704407
3362400,1043.820313,916.552124,588.4752197,624.541659565
3366000,724.5673218,651.0466919,472.5795898,488.65675049500004
3369600,553.5303955,502.2922058,391.4928894,400.193762195
3373200,444.2351379,405.0491333,332.8087158,337.59029845
3376800,368.7192688,337.4300537,288.8493042,291.31902771000006
3380400,733.2109985,288.7452698,254.7328796,276.86296690999995
3384000,2670.255615,1234.55603,1213.190674,1329.8030456500003
3387600,3522.726074,2861.202148,2803.914551,2860.23459475
3391200,3943.311279,3563.815674,3493.928223,3498.3385132000003
3394800,4176.193848,3913.190918,3838.567871,3734.9276245999995
3398400,4314.551758,4111.177734,3937.558838,3882.6023437999997
3402000,4399.083984,4230.671387,3691.987793,3992.81697995
3405600,4377.935547,4218.387207,3971.366211,4072.51097425
3409200,4166.557129,3907.804443,4218.317383,4152.220678650001
3412800,4173.444336,4142.268066,4311.968262,4284.8209961
3416400,4448.251953,4353.463379,4354.896484,4357.64028325
3420000,4535.511719,4426.170898,4377.699219,4387.9677978
3423600,4567.35791,4455.387207,4389.402344,4401.885644500001
3427200,4580.494629,4468.444824,4394.146973,4402.743627899999
3430800,4584.893555,4473.16748,4394.745605,4326.202526800001
3434400,4584.539063,4473.221191,4393.12207,4282.203881799999
3438000,4534.31543,4424.460938,4026.601318,4236.55240475
3441600,3200.350586,3081.351563,4051.010498,3753.1104981
3445200,2994.839111,3187.80835,2752.158691,2611.58195795
3448800,2274.546143,2069.576904,1745.064331,1702.2205383500004
3452400,1486.133057,1380.549438,1235.638306,1206.1353271
3456000,1075.669312,1013.973389,938.8670654,916.79234929
3459600,834.3243408,791.0974121,743.7473145,727.67488403
3463200,1574.473877,640.3902588,607.7283325,955.1938751
3466800,3085.321289,1645.736206,1943.315918,2321.37075195
3470400,3694.115723,3034.648682,3112.875488,3274.98228765
3474000,4031.59375,3658.298828,3656.222656,3740.5853271
3477600,4232.406738,3975.607666,3940.613037,3994.0850708
3481200,4352.069336,4155.336426,4104.123535,4141.4801514
3484800,4424.226074,4262.696777,4202.313477,4230.18186035
3488400,4468.852539,4328.349609,4262.617188,4284.870483549999
3492000,4497.018555,4369.181152,4300.338379,4319.2254883000005
3495600,4514.768555,4394.79541,4324.116211,4340.912475700001
3499200,4525.52832,4410.674316,4338.886719,4354.3113281999995
3502800,4531.276855,4419.896973,4347.430664,4361.91318355
3506400,4532.072754,4421.686523,4350.256836,4359.04721685
3510000,4490.98584,4368.173828,4311.481445,4246.994616749999
3513600,3155.72168,2825.045166,3070.979004,3392.1736574
3517200,1976.316406,1799.524658,3141.260742,2430.39622795
3520800,1388.129395,1279.170898,2157.14624,1883.9233459500003
3524400,2059.174072,2277.212891,1421.26001,1557.9599426500001
3528000,1831.188721,1602.378906,1036.346069,1121.9973175349999
3531600,1174.132446,1054.468384,806.5064087,837.44599303
3535200,850.6392822,780.0839233,652.5054932,665.45090026
3538800,669.7858276,620.0099487,543.0967407,549.69545288
3542400,550.3296509,511.6326904,462.3711548,465.8177826
3546000,464.6466675,433.252655,400.7641602,402.4186569099999
3549600,2022.291138,766.2817993,727.8717041,842.8886322199999
3553200,3211.991943,2632.678223,2569.657715,2627.3086549
3556800,3733.018555,3406.026611,3335.071777,3371.78325195
3560400,4041.114258,3816.708008,3742.17749,3769.3533813500007
3564000,4230.428223,4054.033203,3977.783203,4000.1234008499996
3567600,4345.054199,4195.825195,4118.924316,4109.02674555
3571200,4415.334473,4282.361328,4205.384766,4078.846582050001
3574800,4459.601074,4336.465332,4180.435547,4077.748950200001
3578400,4487.544922,4370.486328,3721.862305,4096.9165527000005
3582000,4503.693848,4314.486328,4016.994873,4116.74541015
3585600,4079.450195,3839.936768,4237.754395,4160.365442
3589200,4140.024414,4126.391602,4313.428711,4283.4681153
3592800,4383.819824,4283.422852,4329.490234,4327.3662842
3596400,4131.269531,3446.401123,4192.662109,4091.1325073499997
3600000,2432.791016,2075.057129,2448.523926,2448.2383302000003
3603600,1604.636475,1410.11084,1599.139404,1599.3416442500002
3607200,1404.525146,1046.050659,1156.205933,1168.3650696500001
3610800,3041.864014,815.6751709,887.6881714,995.262326065
3614400,1876.557251,658.4404297,708.1940308,766.5863525449998
3618000,1206.046997,546.7614746,582.4260254,613.627923585
3621600,877.9844971,464.5382385,491.015686,510.40010985500004
3625200,687.6433105,401.8349304,422.1208801,435.43409576000005
3628800,560.0978394,352.5650635,368.4909363,378.111051945
3632400,469.397644,312.96875,325.6954041,332.92314301
3636000,1192.812744,2242.290771,1734.556763,1742.19140625
3639600,2870.164795,3219.52417,2986.853516,2996.18909925
3643200,3568.841064,3694.302979,3549.878418,3559.3250854499993
3646800,3945.628174,3978.447266,3863.829102,3872.3071656499997
3650400,4166.984863,4151.861328,4051.513672,3986.4326049500005
3654000,4300.466797,4257.081055,4165.394531,4047.0713013
3657600,4382.629395,4322.060059,3933.828857,4102.2805298
3661200,4434.539551,4363.264648,3985.906494,4143.99392095
3664800,4293.5625,4088.54126,4219.30957,4175.90734865
3668400,4117.941406,4127.402344,4302.606445,4271.356738300001
3672000,4393.512207,4332.805664,4337.917969,4337.7034669
3675600,4481.32666,4399.985352,4355.390137,4363.32048345
3679200,4513.003418,4424.089355,4363.167969,4359.03220215
3682800,4512.185059,4407.41748,4351.210938,4269.366272050001
3686400,4096.878906,3536.06543,4242.703125,3974.5350829999998
3690000,2431.349609,2137.203857,3963.678711,3476.4226196000004
3693600,1649.739014,2061.9646,2785.240479,2773.10644535
3697200,2977.186768,2997.203369,1765.791748,2062.9382873500003
3700800,2250.595215,1958.532471,1249.698975,1408.2069337
3704400,1414.369507,1266.983887,950.182251,1022.34289552
3708000,1007.528687,922.5883179,754.0751343,793.15876468
3711600,778.9202881,720.9046631,617.6066895,641.516082775
3715200,629.0384521,585.6636963,518.8983154,534.195005795
3718800,2336.668945,1607.947388,1429.196411,1593.72999275
3722400,3403.758545,3033.470947,2913.187744,2988.9317993000004
3726000,3894.865479,3655.725586,3558.207275,3603.1835327
3729600,4143.533203,3954.508057,3870.125,3902.7987669000004
3733200,4294.217773,4136.584961,4055.526855,4081.622461
3736800,4387.55957,4250.23877,4170.303711,4192.32780765
3740400,4445.11084,4320.050781,4241.156738,4260.61801755
3744000,4481.445313,4363.779297,4285.865234,4303.681201150001
3747600,4505.03418,4391.98877,4314.915527,4331.634326199999
3751200,4520.282227,4410.26416,4333.881348,4349.834594849999
3754800,4529.597168,4421.652344,4345.839844,4361.2349610500005
3758400,4534.563965,4428.080078,4352.753418,4367.72929685
3762000,4536.473145,4431.029297,4356.12793,4370.78264165
3765600,4536.424316,4431.712891,4357.189453,4371.594677749999
3769200,4535.224121,4431.01709,4356.835449,4327.376928650001
3772800,4533.308105,4429.437012,4355.570313,4264.477356050001
3776400,4530.945313,4427.257813,4212.992676,4244.2061157
3780000,4528.354004,4419.959473,4019.15625,4236.714257850001
3783600,4451.805176,4248.350586,4215.161133,4203.2281616
3787200,4043.120361,3838.900879,3363.33252,3501.5055175499997
3790800,2530.305908,2323.259766,2055.072021,2139.7876708000003
3794400,1676.613647,1559.973022,1416.046753,1460.6598754499998
3798000,1226.497559,1151.123169,1062.374756,1089.1081603500002
3801600,952.4519043,898.1715698,836.4907227,854.7353241000001
3805200,767.9608154,726.5216064,681.0372925,694.339859015
3808800,637.3731079,604.4610596,569.6522217,579.74260864
3812400,1711.502441,514.4177246,1340.68457,1314.2991774949999
3816000,3119.46875,2016.475342,2863.599854,2738.41192025
3819600,3742.437256,3201.185303,3529.862305,3485.1016723000002
3823200,4057.388428,3732.152832,3862.254639,3847.6516113000007
3826800,4236.387207,4005.932617,4049.548828,4047.1407837499996
3830400,4344.020508,4164.623535,4162.015137,4165.813745050001
3834000,4410.379395,4261.102539,4231.37207,4238.7804687
3837600,4452.216309,4320.94873,4275.083496,4284.624340799999
3841200,4478.985352,4358.643066,4303.040527,4313.8553711
3844800,4495.944824,4382.474609,4320.802246,4332.39599605
3848400,4506.296875,4397.362793,4331.729004,4343.8239991499995
3852000,4512.066406,4406.248047,4337.931152,4350.3645997
3855600,4514.556641,4410.917969,4340.762207,4353.4305176
3859200,4514.759766,4412.185547,4340.709961,4353.574121149999
3862800,4511.145508,4398.483398,4326.075684,4340.10905765
3866400,4488.384277,4335.73584,4265.230469,4282.86125475
3870000,4128.977051,2859.639893,2920.785645,3027.8209350999996
3873600,2465.537354,1824.751099,1849.089478,1902.3379883499997
3877200,1646.966064,1300.318481,1310.343384,1339.05239255
3880800,1211.669067,992.7084351,997.6621094,1015.698266585
3884400,942.7186279,789.8617554,792.5908203,805.07786865
3888000,760.6483154,648.4104004,649.9072876,658.9829345750001
3891600,631.6950073,546.015686,546.8033447,553.654635605
3895200,536.954895,469.157135,469.5443115,474.904206845
3898800,2243.744385,2262.868896,2233.865967,2191.6304261
3902400,3317.427979,3262.289795,3209.947021,3200.7497559000003
3906000,3824.034424,3744.73999,3682.132813,3684.7210694500004
3909600,4094.517822,4006.770996,3938.982422,3946.1903686000005
3913200,4252.875,4161.108398,4090.463867,4038.317675800001
3916800,4349.366211,4255.325684,4183.084961,4057.6641968000004
3920400,4409.540039,4314.179199,4016.739502,4094.6623167999996
3924000,4447.244629,4351.09082,3868.127197,4126.6757689999995
3927600,4372.140625,4155.189941,4176.127441,4150.8620239
3931200,3962.198242,3994.605469,4276.836914,4227.403784199999
3934800,4331.937012,4268.27832,4312.440918,4306.77678215
3938400,4394.659668,4274.209473,4281.780273,4286.12363285
3942000,3276.619873,2707.638428,3121.838867,3113.4999146
3945600,2013.312012,1727.875366,1926.727295,1923.3475402
3949200,1394.806763,1231.635376,1337.966553,1336.66210945
3952800,1308.615356,939.3880615,1005.212585,1017.86841436
3956400,2971.258789,746.4671631,790.7359619,898.1183929400001
3960000,1834.805298,612.125,643.1779785,759.409271235
3963600,1175.502319,515.0976563,537.6704102,858.6577453599999
3967200,855.720459,442.4420471,459.4178162,894.6733154500001
3970800,671.3026733,386.1937866,1760.531616,896.624307215
3974400,548.0413818,341.4762573,1023.073486,888.8795409799999
3978000,1709.59668,1785.051514,1451.13208,1517.49464115
3981600,2956.029541,3070.441895,2918.416748,2934.0052491
3985200,3666.486084,3680.468506,3569.078369,3578.2970704
3988800,4017.913086,3991.335693,3890.563721,3900.5310791
3992400,4213.116699,4166.876953,4070.542725,4081.6302979
3996000,4329.507813,4271.854492,4178.697754,4190.37326655
3999600,4401.296875,4336.38916,4245.601074,4257.601391599999
4003200,4446.877441,4377.081055,4288.006836,4300.2549072
4006800,4476.566406,4403.242676,4315.465332,4327.9349366
4010400,4495.171387,4419.118164,4332.442383,4345.100293
4014000,4505.32373,4427.049805,4341.391113,4354.19421395
4017600,4509.166504,4429.039063,4344.340332,4357.244213850001
4021200,4494.071289,4419.04834,4326.842285,4336.536669949999
4024800,3810.683594,4123.571289,3653.039795,3762.0596314000004
4028400,2291.000488,2435.231689,2195.574707,2708.62844245
4032000,1545.957153,1607.983398,2733.494629,2018.8479735999997
4035600,1142.392944,1171.526611,1894.271851,1654.26198105
4039200,1900.402954,2208.450439,1257.367554,1409.3503174000002
4042800,1696.754883,1534.514771,925.8713379,1020.86920781
4046400,1082.587524,1011.183167,728.3600464,767.0286804250001
4050000,784.2515259,750.265564,595.083252,614.20261842
4053600,619.0797729,598.1524048,499.4902344,511.0060089149999
4057200,510.2867737,495.0328674,428.3726807,435.77568969000004
4060800,432.3557434,420.3903198,373.7573853,378.623059075
4064400,2192.304443,1329.960083,1260.574707,1305.8770690000003
4068000,3302.31665,2887.406494,2809.026611,2837.0592650999997
4071600,3807.052246,3558.916504,3478.908447,3500.2598755
4075200,4054.023438,3872.547607,3793.984863,3813.11057115
4078800,4217.63916,4070.209717,3991.763672,4009.06064465
4082400,4324.395508,4197.088867,4118.672852,4134.6290527500005
4086000,4391.786621,4276.431641,4198.352539,4213.451660199999
4089600,4435.362305,4327.101074,4249.504395,4259.612475649999
4093200,4464.462891,4360.513672,4283.42041,4216.187793
4096800,4483.18457,4381.978516,4305.384277,4196.128149350001
4100400,4493.806641,4394.431152,3953.686035,4197.62028815
4104000,4498.351074,4400.151367,4102.205566,4202.6809570000005
4107600,4278.748535,4040.828857,4255.532227,4208.454907249999
4111200,4154.726563,4112.1875,4238.333008,4221.259277450001
4114800,3379.968994,2964.58374,2799.766602,2886.9914916999996
4118400,2064.942871,1851.230835,1769.147339,1812.5414185000002
4122000,1419.349854,1296.959595,1251.263306,1275.3273803999998
4125600,1061.923706,980.5136719,949.7366333,965.43589782
4129200,834.0899048,774.8647461,751.9101563,948.2268981849999
4132800,677.6047974,632.4225464,614.590271,981.5861144800001
4136400,565.6983032,529.9282837,1370.903809,968.9670227849999
4140000,482.7487488,453.5050354,1375.26123,945.7076507050002
4143600,798.3877563,1274.220703,848.0220947,923.840798895
4147200,1499.864502,1288.73877,602.7012939,711.543775955
4150800,884.0551758,778.2810059,473.775177,516.6075408999999
4154400,2310.654297,934.6044312,1441.432617,1383.9565644099998
4158000,3351.138428,2727.835449,2875.161133,2860.6459106
4161600,3807.558105,3473.204102,3485.892822,3487.9223632500007
4165200,4074.205078,3852.685059,3818.626709,3826.2217773999996
4168800,4238.720703,4068.82251,4016.331055,4026.04624035
4172400,4339.700195,4198.854492,4136.50293,4128.8325927
4176000,4402.705566,4279.16748,4211.067383,4119.9958374
4179600,4443.122559,4329.960938,4253.296387,4137.537353600001
4183200,4469.15625,4362.34082,3758.959473,4160.40334465
4186800,4485.585938,4377.661133,4140.807129,4179.9357789000005
4190400,4099.956055,3878.351074,4270.03418,4212.45118415
4194000,4286.142578,4241.624023,4316.158203,4303.8798829
4197600,4436.870117,4355.369629,4334.228027,4338.874121150001
4201200,4458.975098,4349.675293,4313.836426,4322.04895025
4204800,3743.950684,3193.834473,3477.93335,3471.4592774000002
4208400,2250.209229,1965.637207,2101.724854,2157.79844365
4212000,2789.172363,2450.140137,2260.3479,2445.47497565
4215600,3660.761719,3453.713135,3342.290283,3331.6090820500003
4219200,2367.459473,2214.353027,3354.345703,2841.2283814
4222800,1504.545044,1404.382813,2218.980713,2108.4062928
4226400,2302.338135,2447.611816,1417.321167,1617.88991685
4230000,1809.799438,1591.553589,1017.343506,1126.0912994450002
4233600,1159.735718,1046.077759,783.6555176,831.0985473949999
4237200,838.8859253,771.3673096,629.0734863,654.1211151099999
4240800,1696.109009,950.649292,916.340271,1048.686172435
4244400,3131.952393,2763.978516,2698.619629,2760.9894165000005
4248000,3737.74292,3514.019775,3439.137939,3475.97901605
4251600,4049.077393,3885.596191,3808.112305,3834.2766600999994
4255200,4228.654785,4093.634277,4015.583496,4036.6706787000003
4258800,4336.507813,4217.453613,4139.468262,4157.67824725
4262400,4402.62207,4293.059082,4215.463867,4231.9174560500005
4266000,4444.006836,4340.155273,4263.133301,4278.480297849999
4269600,4469.422852,4369.086426,4292.72168,4307.33896495
4273200,4483.695313,4385.614258,4309.894531,4324.0057372
4276800,4481.66748,4380.412109,4308.672852,4294.502758749999
4280400,4057.514648,3717.033447,3883.29126,3888.9678956000002
4284000,2409.308838,2225.056885,2683.35083,2867.7349607999995
4287600,1600.596558,1495.274902,2568.169922,2064.9687194499998
4291200,1192.887573,1596.379517,1621.216064,1651.8081971
4294800,2099.768311,1876.42688,1136.195679,1270.6185913000002
4298400,1315.012817,1186.453247,864.1244507,920.30616454
4302000,914.0560303,844.0877686,689.5588379,715.26007996
4305600,703.140564,657.718689,568.1309814,582.7722839350001
4309200,571.3317261,537.4116821,479.9197388,489.2489639299999
4312800,478.8165894,451.9089355,413.5653076,419.7161148050001
4316400,410.6680908,388.5791626,362.0649109,366.25415801500003
4320000,358.9076538,340.2477112,321.0479736,324.04642638999997
4323600,318.4294739,302.2779846,287.7195435,289.98851929499995
4327200,285.9001465,271.6522522,260.2132568,262.01033859000006
4330800,1617.786743,246.4051361,237.2107544,399.965322085
4334400,2983.155029,1900.453247,1997.725708,2022.35624385
4338000,3628.754639,3105.257568,3076.541992,3019.1190673
4341600,3970.700928,3659.297119,2991.368896,3489.3494872999995
4345200,4169.160156,3906.452148,3692.773682,3749.0650146499997
4348800,3779.159668,3532.791992,3993.180664,3936.8510986499996
4352400,4134.134277,4043.515381,4140.900391,4133.657531700001
4356000,4341.26416,4235.001953,4223.974609,4232.167431600001
4359600,4425.710449,4320.307617,4274.541992,4285.9010986
4363200,4467.319824,4365.839355,4305.823242,4317.881909199999
4366800,4490.692383,4392.492188,4324.852539,4337.2026855
4370400,4502.608398,4407.008789,4335.614746,4347.4015136
4374000,4478.893555,4387.719238,4322.896484,4327.704418949999
4377600,3581.748535,3570.477783,3844.311279,3676.6989625
4381200,2161.039307,2141.56665,2278.731689,2195.9926513
4384800,1468.171509,1445.407104,1510.537476,1468.97820445
4388400,1087.356934,1065.41626,1101.520752,1077.22270521
4392000,846.3996582,826.267334,848.9790039,833.24831238
4395600,682.1268921,663.7498169,678.7991333,668.152423105
4399200,565.5454102,548.7466431,559.0213013,551.5926315400001
4402800,479.7541199,464.3746033,471.632019,466.274943535
4406400,414.3713074,400.2607422,405.5667419,401.582994075
4410000,363.0500793,350.0689697,354.0536194,351.02270812500007
4413600,321.8691406,309.8883972,312.931366,310.59038086
4417200,288.2869568,277.1916809,279.5354004,277.70973358000003
4420800,1367.122192,1100.418335,1012.123901,1067.9863036699999
4424400,2965.6521,2802.131592,2721.944824,2752.9713623
4428000,3660.788574,3533.558105,3456.007568,3414.8781248500004
4431600,4007.089844,3893.608643,3816.567871,3734.13691425
4435200,4202.672363,4095.552246,3997.113037,3917.93865965
4438800,4319.655273,4216.29541,3641.534668,3990.58461905
4442400,4318.222656,4110.601074,4060.475586,4070.6335205000005
4446000,3995.213623,3993.418945,4211.491211,4181.784582549999
4449600,4329.868164,4260.089844,4276.477051,4278.813769599999
4453200,4438.686035,4331.936035,4301.119629,4311.617358400001
4456800,4447.514648,4113.788086,4240.314453,4248.53767105
4460400,3680.581787,2389.217285,2674.237061,2748.8159790000004
4464000,2193.963135,1552.178223,1689.558228,1726.65723885
4467600,1471.312256,1116.292236,1191.527344,1212.0608947
4471200,1079.959717,852.1467285,899.6275635,912.8717559849998
4474800,835.0141602,676.0403442,708.1399536,717.4755371050002
4478400,669.1645508,553.1566162,575.6867065,582.5668792700001
4482000,552.1859741,464.2705078,480.643219,485.89697571
4485600,466.6512451,397.6209412,409.9293213,414.07535552999997
4489200,401.8463135,346.0119629,355.5243835,358.895768735
4492800,351.2317505,305.0486145,312.5481262,315.35183410499997
4496400,310.7835693,271.94104,277.9377747,280.30849761
4500000,277.9134216,244.8024597,249.6539764,251.68471222
4503600,250.8408356,222.2751312,226.2445526,228.00368651999997
4507200,1197.881836,1349.220215,1057.252319,1055.82696234
4510800,2889.985596,2905.375244,2737.327881,2743.5982423
4514400,3621.240723,3584.795898,3462.13501,3471.64183345
4518000,3983.323242,3924.635986,3820.203857,3831.1380003999993
4521600,4187.177246,4117.081543,4021.621582,4033.265124450001
4525200,4309.230957,4232.317383,4142.40625,4154.45302735
4528800,4383.763184,4302.54834,4216.371582,4228.6532716
4532400,4429.971191,4345.95459,4262.38623,4274.80700685
4536000,4459.046875,4372.665527,4291.228516,4303.71806635
4539600,4474.95752,4367.552246,4292.367676,4305.09870615
4543200,4442.184082,3715.795166,3905.14502,3958.6421142
4546800,3193.679932,2199.021729,2287.471924,2870.3478149000002
4550400,1957.200439,1459.348022,2452.811523,2625.3448791
4554000,2783.168213,2861.583984,3216.116943,3311.2902465499997
4557600,3629.435547,3540.117432,3502.60498,3705.24868155
4561200,3837.691162,3664.066162,3941.911377,3852.21718755
4564800,3656.428955,3680.833008,3644.916016,3270.9282593
4568400,4015.173828,3815.756836,2126.557617,2411.36829835
4572000,2371.954102,2207.487793,1394.139771,1534.19730235
4575600,1524.603394,1428.741699,1012.106079,1081.6983276550002
4579200,1093.029175,1028.775879,778.8920898,821.0924469149999
4582800,836.6690674,788.682251,622.6781616,652.05644533
4586400,666.8095703,629.0354004,513.3407593,534.9179366999999
4590000,548.3770752,517.6467285,433.9301147,451.0148406900001
4593600,1840.901367,1226.754883,2250.04541,1596.6639068499999
4597200,3188.631348,2886.940674,3253.342041,2993.1696655
4600800,3778.091797,3589.677734,3720.255859,3602.26701655
4604400,4075.447266,3932.160889,3968.326904,3906.37457275
4608000,4245.337402,4123.530273,4113.934082,4038.3151367
4611600,4347.253418,4237.70752,4202.336914,4038.9414552000003
4615200,4408.564941,4306.373047,4087.318604,4055.3337402999996
4618800,4444.898438,4347.14209,3797.44751,4086.2299439000003
4622400,4345.057617,4211.200195,4039.06958,4114.877477999999
4626000,4105.047852,3904.836914,4225.949707,4157.696801749999
4629600,4057.245117,4040.272217,4099.772949,4150.494604450001
4633200,3382.212646,3097.98877,2381.37085,2700.3868042000004
4636800,2044.979858,1892.720093,1548.588501,1703.4696228500002
4640400,1391.799805,1302.482422,1116.33252,1201.29982915
4644000,1034.059326,973.2684326,854.8256836,908.852825925
4647600,807.7094727,762.3994751,680.2294312,717.307662975
4651200,652.9467773,617.557373,558.1152954,584.5940704400001
4654800,542.7716064,514.119751,469.5872498,489.17161712999996
4658400,461.4953613,437.5926819,403.0518494,418.04057464000005
4662000,399.4491272,379.0229187,351.4077454,363.22102814
4665600,350.6867676,332.9085388,310.3059082,319.829701245
4669200,1043.824097,295.8219299,562.5621338,474.639207475
4672800,2810.072021,2212.725098,2508.288574,2455.3815308
4676400,3563.699219,3237.049561,3348.662842,3324.3244141999994
4680000,3911.214844,3692.966064,3747.982666,3726.5744139999997
4683600,4131.227051,3965.077393,3978.285889,3960.04486085
4687200,4272.317871,4135.408691,4119.631836,4027.46092525
4690800,4359.974609,4240.42041,4206.884766,4076.7375
4694400,4415.305176,4306.176758,3865.077148,4122.149658300001
4698000,4451.05127,4348.313965,4064.168945,4157.6771728
4701600,4234.654297,3986.49707,4247.335449,4189.196752999999
4705200,4191.669922,4172.854004,4313.884277,4286.432910199999
4708800,4407.131836,4335.426758,4341.634277,4338.81757815
4712400,4470.616211,4380.834961,4352.01709,4354.470092850001
4716000,4418.426758,4262.559082,4297.446289,4290.18706065
4719600,2778.849609,2482.245117,2887.850586,2753.8582885999995
4723200,1774.125732,1616.297852,1812.504272,1747.9534118500003
4726800,1262.793457,1165.514526,1273.259888,1238.1078613
4730400,960.7045898,892.6075439,961.0306396,938.8673370249999
4734000,761.1917114,710.3236084,757.0742798,741.999514775
4737600,622.333313,582.7321167,615.9291992,605.259762565
4741200,522.0775146,490.1433105,514.5310059,506.71658936000006
4744800,447.0229797,420.4780884,438.9951172,433.07703858
4748400,388.9360962,366.3492126,380.7960815,376.191406245
4752000,342.7861328,323.2281189,334.7293091,331.07073975000003
4755600,305.4140625,288.2514648,297.5367432,294.591329955
4759200,916.7330322,259.4837036,267.0639954,296.76876679500003
4762800,2715.237793,1758.957764,1802.586182,1810.3385376499996
4766400,3452.378174,3006.042969,2984.669434,2994.1645508
4770000,3860.342285,3600.806396,3554.012695,3492.1869506999997
4773600,4103.677246,3919.31958,3861.077148,3739.26020515
4777200,4251.175293,4105.84082,3760.717041,3900.9016724499998
4780800,4342.339844,4219.942871,3818.079346,4006.9005249999996
4784400,4265.996582,4014.422363,4117.256348,4077.53083495
4788000,4018.416504,4017.645264,4233.742188,4196.51563725
4791600,4332.883789,4265.85498,4287.587891,4285.1740478500005
4795200,4434.430664,4351.344238,4315.817871,4322.533447250001
4798800,4441.871094,4355.720215,4311.331543,4319.381079150001
4802400,3536.293945,3469.58667,3710.330566,3682.8414427999996
4806000,2124.490234,2078.308838,2201.597412,2187.6141480500005
4809600,1438.54834,1403.00769,1463.649902,1549.0272643499998
4813200,1062.390137,1033.380127,1068.33667,1359.5792786000002
4816800,824.7525024,800.3087769,825.4580688,1221.5439697
4820400,663.0743408,642.0103149,1926.425415,1119.087231455
4824000,548.6233521,610.3890381,1166.271729,1064.8544037300003
4827600,1855.513184,1660.010132,786.9492188,926.02737125
4831200,1087.614136,985.2021484,595.8302612,649.9063613999999
4834800,709.5231934,658.6168823,480.1756592,500.48785095500006
4838400,528.7018433,498.6170654,400.2587891,410.01210021500003
4842000,605.7068481,403.1582336,342.085083,356.714361565
4845600,2615.935303,1762.259399,1635.411133,1688.42326675
4849200,3444.19751,3036.032715,2936.579346,2965.8757935000003
4852800,3798.539551,3577.949707,3492.79248,3511.83264165
4856400,4053.456055,3898.179688,3817.187012,3832.8747071
4860000,4223.049805,4096.08252,4016.491455,4028.8169800000005
4863600,4327.580566,4216.791016,4138.268066,4082.6725219500004
4867200,4392.476563,4291.419922,4213.871582,4112.80389405
4870800,4433.867188,4338.668457,4041.060059,4145.87285165
4874400,4460.388672,4368.791504,3986.236816,4168.89423825
4878000,4249.855469,4073.684814,4218.947266,4175.509655849999
4881600,4199.27002,4158.652832,4297.144043,4273.43735345
4885200,4400.166504,4324.029785,4325.011719,4326.2870605
4888800,4395.1875,4299.545898,4288.333984,4292.999292
4892400,2855.203125,2642.215088,3006.797363,2972.4862793
4896000,1806.135376,1690.723267,1864.371582,1848.5989075500001
4899600,1277.558716,1205.143433,1297.633911,1289.6573242
4903200,1979.703003,1503.519531,1146.077026,1208.4793578949998
4906800,3240.856934,2993.212891,2808.299316,2832.1536011499998
4910400,2027.190918,1845.486084,1732.416016,1748.1109253999998
4914000,1272.149658,1161.822754,1102.438599,1111.2566407
4917600,909.4360352,833.7419434,797.6624756,803.31211243
4921200,702.1889038,646.2623901,622.4371338,626.3601898149999
4924800,565.2417603,522.0048218,505.5230408,508.39188843500006
4928400,469.2355042,434.5924988,422.6811523,424.87177125
4932000,2214.508545,1867.602905,1997.829712,2005.4890564500001
4935600,3297.530029,3100.535156,3112.410645,3122.9175415
4939200,3779.687012,3638.354736,3604.827148,3616.4422605999994
4942800,4057.142334,3940.145264,3888.139404,3900.1712646000005
4946400,4226.81543,4122.48584,4061.409668,4073.6239015
4950000,4330.686523,4233.759766,4167.585449,4179.889819400001
4953600,4395.441406,4302.937012,4233.834961,4246.182153299999
4957200,4436.61084,4346.771484,4276.007813,4288.3721925
4960800,4462.399902,4374.208984,4302.510742,4314.875073200001
4964400,4477.536621,4390.412598,4318.192383,4330.5461181499995
4968000,4480.83252,4391.64502,4320.885254,4333.14621595
4971600,4405.431152,4048.638428,4225.410645,4208.98170175
4975200,2580.407227,2384.432861,2462.26001,2495.02713625
4978800,1678.21582,1569.923584,1603.205078,1839.9640440999997
4982400,1209.492554,1140.143799,1156.025391,1514.8969971
4986000,926.4766235,876.7207031,2069.438721,1310.2095947800003
4989600,737.5874634,699.75354,1416.158325,1184.9555237400002
4993200,1734.14563,1892.26355,940.824646,1079.079666155
4996800,1290.275879,1162.411987,701.1174927,769.2960601900002
5000400,832.8412476,767.3132324,560.0878906,585.8096877999999
5004000,612.9793091,574.5900879,463.9746094,476.02709960000004
5007600,489.7136841,462.5201111,394.1472778,401.20868377
5011200,407.5224609,386.3572693,341.7282715,346.106887815
5014800,348.4248962,331.2430115,301.2006531,303.93102110999996
5018400,304.4081421,290.0044861,268.9606628,270.719055175
5022000,2282.252686,1330.071411,1361.20813,1402.7981812499997
5025600,3311.713623,2863.269287,2831.513184,2856.0530151000007
