Time,Qbor_pos_first_year,Qbor_pos_avg_20_years
5767200,683.2637939,856.4081085350001
5770800,558.9528809,975.8639495950001
5774400,469.0010681,1009.6066253599998
5778000,401.5744324,1014.28084717
5781600,741.0131226,1013.10634461
5785200,1862.563965,802.64630732
5788800,1044.033691,549.75477445
5792400,662.039978,418.345259085
5796000,483.5454102,340.60016175
5799600,381.9474182,288.09303664999993
5803200,867.5175171,826.7821685700001
5806800,2689.582764,2587.5177612499997
5810400,3461.270752,3339.0587769000003
5814000,3835.213867,3705.0767822500006
5817600,4042.861084,3908.83438715
5821200,4166.474121,4030.2964477
5824800,4241.317383,3989.49838875
5828400,4287.282715,3943.4033568500004
5832000,4316.103027,3833.6347656000007
5835600,4314.91748,3814.1337889999995
5839200,3692.714111,3615.1561157999995
5842800,2186.888916,2905.364856
5846400,1451.705688,2128.5566833
5850000,1057.378418,1698.4859527699998
5853600,823.6254272,1390.063278245
5857200,2619.943604,1497.3264648500003
5860800,2672.982422,1267.5995452999998
5864400,1698.875977,871.5100158450001
5868000,1072.487671,637.866357455
5871600,767.333252,589.0874114999999
5875200,591.5647583,457.10229339
5878800,475.9126892,373.391601565
5882400,395.3570862,317.17004241999996
5886000,337.1874695,276.06474074999994
5889600,745.6924438,1121.4136382049999
5893200,2635.324707,2715.4733887
5896800,3433.3125,3391.7463866
5900400,3818.503418,3636.82928475
5904000,4031.82959,3777.8776367500004
5907600,4158.813965,3877.93984385
5911200,4235.240234,3787.0078736000005
5914800,3996.90332,3758.0234375
5918400,3931.255859,3793.2732542499994
5922000,4079.57959,3883.2581664000004
5925600,2420.200684,2945.0029968499994
5929200,1546.498047,2444.3490784000005
5932800,1100.124146,1985.0701264250001
5936400,834.6710205,1711.957766685
5940000,2117.787354,1477.0697449499999
5943600,1966.799683,1040.0198638899997
5947200,1164.763184,745.5211151249998
5950800,793.8991089,577.79580384
5954400,600.4855347,469.31602936499996
5958000,479.0436096,392.71440735
5961600,395.2865295,336.075305175
5965200,335.2284546,292.82680053499996
5968800,290.6986389,258.85922241000003
5972400,256.4532471,231.5249054
5976000,449.7366638,420.79440460999996
5979600,2493.591064,2400.7678101
5983200,3360.692383,3242.9858033500004
5986800,3775.751709,3647.1639160500004
5990400,4003.851807,3869.8014771000003
5994000,4139.93457,4002.9337890999996
5997600,4223.416504,4070.696814
6001200,4275.489258,4031.4341797000016
6004800,4305.738281,3928.4134154500002
6008400,4261.383301,3777.2373534499993
6012000,2761.487793,3574.52265625
6015600,2981.129639,2929.83857425
6019200,2065.620361,1843.4292419
6022800,1337.244629,1238.5243163499997
6026400,960.4797363,948.83802182
6030000,738.322937,1050.50307624
6033600,590.8145142,988.1713165849999
6037200,486.842926,943.0984160599999
6040800,410.7977295,908.248884575
6044400,1590.878418,781.7982421700001
6048000,927.8175049,543.7126587
6051600,595.4058838,416.38656310999994
6055200,439.026825,340.3465164150001
6058800,351.1470032,288.546713255
6062400,1389.106201,1218.3056593699998
6066000,2923.976563,2765.2146607000004
6069600,3587.871582,3434.6118773499998
6073200,3916.409668,3765.3274168999997
6076800,4100.474609,3950.535558999999
6080400,4209.393555,4060.480786150001
6084000,4274.705078,4090.1792603999993
6087600,4298.04541,4028.6940551000007
6091200,4006.687012,3615.0912962499997
6094800,2320.63501,2680.27470095
6098400,1537.857422,1909.5814880500002
6102000,2239.724609,1377.7480468950002
6105600,1388.867432,968.6618805350001
6109200,949.5123901,731.16869201
6112800,730.7874756,654.2974914700001
6116400,2428.990479,1974.2653199300003
6120000,1395.739624,1203.080807465
6123600,886.5078735,855.6953277549999
6127200,641.5756226,656.3360092199998
6130800,500.5611572,487.79636535500003
6134400,406.6665955,472.9155654799999
6138000,340.4534607,451.83399657
6141600,292.1958923,361.44625854000003
6145200,255.7679749,335.29644012499995
6148800,419.1958923,679.343551685
6152400,2484.676025,2419.0620300500004
6156000,3357.371582,3165.6531249500003
6159600,3773.000977,3531.0123902
6163200,3696.313721,3746.6695190000005
6166800,3835.16748,3957.8148314
6170400,4098.103027,4041.912231500001
6174000,3882.335205,3514.1533202499995
6177600,2217.1604,2034.5916747000003
6181200,1417.465332,1320.9419311
6184800,1005.866699,945.8683196900001
6188400,758.9447632,717.332522585
6192000,595.8528442,565.4367248450001
6195600,483.1069946,459.98738249999997
6199200,402.2775879,384.03323211500003
6202800,342.1616211,327.27633361999995
6206400,295.9615784,283.498782345
6210000,259.5541687,248.91743927500002
6213600,230.3511047,221.13574675
6217200,206.605423,198.520263665
6220800,187.0534058,179.880292515
6224400,170.7467194,164.318257135
6228000,156.9647369,151.14891815
6231600,145.1604156,139.85727005
6235200,500.8708191,362.67304382000003
6238800,2515.743408,2373.9336792499994
6242400,3367.009521,3227.6908325
6246000,3778.407227,3638.5616333
6249600,4006.751953,3865.7815184499996
6253200,4143.132813,4001.4635620500003
6256800,4225.697266,4083.694983
6260400,4261.889648,4107.395275899999
6264000,3789.910156,3375.6254639500003
6267600,2195.276611,1973.4105834499994
6271200,1421.657471,1297.5247009500001
6274800,1015.331177,935.2739074849999
6278400,767.6724243,710.9904418899999
6282000,602.8794556,560.7582183799999
6285600,488.4019165,455.949526975
6289200,405.9784851,380.15032654000004
6292800,344.4816589,323.35261077499996
6296400,297.1370239,279.4806274399999
6300000,259.8182068,244.81897203
6303600,229.8978119,216.98495788
6307200,205.585022,194.33881072500003
6310800,185.5808716,175.68279877
6314400,168.9085846,290.30344241
6318000,154.8280487,456.22787546
6321600,773.8220215,743.27843635
6325200,2634.279297,2460.47888195
6328800,3425.446533,3194.7112549499993
6332400,3274.369141,3565.5438477
6336000,3847.250488,3864.9071656000006
6339600,4102.920898,4020.2284301
6343200,4224.681152,4107.8919799000005
6346800,4289.742676,4155.1757812999995
6350400,4276.433594,4087.2387819000005
6354000,3094.317871,2645.22736815
6357600,1860.000854,1765.5245177499996
6361200,1258.567139,1507.84171765
6364800,923.0658569,1342.7922058
6368400,709.5773926,1224.698794565
6372000,565.6099854,1142.26186831
6375600,2030.76355,946.979190065
6379200,1183.255737,650.766757215
6382800,750.2250366,490.1316467249999
6386400,543.6522827,393.26031341500004
6390000,425.5167847,327.184265135
6393600,346.8545227,279.06070632500007
6397200,291.2633362,242.72839506999998
6400800,250.666626,214.45982896
6404400,219.9515533,191.84302062
6408000,546.833313,389.78534241
6411600,2547.991455,2393.1873167999997
6415200,3394.280762,3175.67252195
6418800,3801.949219,3531.00151375
6422400,4027.209229,3738.9147218000007
6426000,4161.319336,3795.3193481999997
6429600,4076.354736,3821.12143565
6433200,3940.812012,3927.1698242000007
6436800,4141.399902,3968.39753415
6440400,3801.934326,3855.5236572000003
6444000,2866.526855,2624.6527832
6447600,1742.974243,1951.67318725
6451200,1190.70813,1601.4640809
6454800,881.6259766,1397.42803041
6458400,1501.191284,1250.1695892750001
6462000,1680.237915,900.450225815
6465600,1012.017822,647.9012237500001
6469200,696.6779785,503.99855499999995
6472800,531.3947144,410.726338195
6476400,426.9325256,344.45346832
6480000,354.021759,295.15290679
6483600,301.0848083,257.35315245999993
6487200,261.4432983,227.58957749
6490800,230.7535095,203.592324055
6494400,460.7341003,418.9523788450001
6498000,2510.451904,2410.9336182999996
6501600,3379.122314,3258.0736816
6505200,3795.61377,3665.1645019000002
6508800,4024.69043,3889.5669189500004
6512400,4160.700195,4023.1419799000005
6516000,4242.885742,4104.095324749999
6519600,4278.199219,4132.444238250001
6523200,3799.247314,3553.9293090500005
6526800,2207.557617,2083.5431702
6530400,1434.664063,1572.7798828
6534000,1027.989014,1330.466845655
6537600,779.6282349,1165.653613275
6541200,614.0368652,1054.56768797
6544800,1503.6427,973.9256775399999
6548400,1226.202637,683.9826721100001
6552000,762.5874634,507.48064575
6555600,543.4556885,404.363983155
6559200,424.1965332,335.58817445000005
6562800,346.4873047,285.804262545
6566400,291.5802612,248.29720230499998
6570000,251.3891754,219.20271377500003
6573600,220.9861145,196.011704245
6577200,197.1605072,177.07212830000003
6580800,387.031311,358.67588501000006
6584400,2468.548584,2376.09755865
6588000,3352.216064,3171.83118895
6591600,3775.59082,3526.84793705
6595200,4008.598633,3737.998083500001
6598800,4147.0,3870.193042099999
6602400,4085.422607,3950.8705566500003
6606000,3908.817139,4033.5440919000002
6609600,4071.038086,3389.0200073
6613200,2394.439209,1978.7231567000003
6616800,1511.793823,1296.4934753
6620400,1063.255615,969.8554137949999
6624000,798.312561,1030.798294105
6627600,624.1295776,1122.057257115
6631200,503.7591553,1142.1545501599999
6634800,417.5520325,1141.331755135
6638400,1467.55542,1100.91677247
6642000,1839.195923,793.690431205
6645600,1032.905151,543.6555816499998
6649200,664.0367432,411.56444550000003
6652800,485.2949219,331.409602355
6656400,379.6193848,276.81788482999997
6660000,309.1577759,237.38004683499997
6663600,259.9407349,207.752429965
6667200,224.2915802,184.68017197000003
6670800,197.3736115,166.134886175
6674400,1072.177002,467.68133393
6678000,2759.177246,2287.9964661000004
6681600,3481.96875,3113.7592285499995
6685200,3838.020508,3456.42392575
6688800,3990.686035,3661.91386725
6692400,3956.422363,3790.32456055
6696000,4078.418701,3837.0926757999996
6699600,3718.391113,3188.26413575
6703200,2256.037109,1979.8414246
6706800,1430.012085,1267.9988555349998
6710400,1006.585999,897.5052428900002
6714000,755.4847412,675.672903445
6717600,590.5778198,529.508741755
6721200,476.7474976,428.41033325999996
6724800,395.2246399,355.831805415
6728400,334.6809387,301.80943757500006
6732000,288.2427368,260.30904311000006
6735600,251.725296,227.65339658999997
6739200,222.4938202,201.510215
6742800,198.7718811,180.29618912
6746400,179.2795258,162.864095305
6750000,163.0557709,148.35261764
6753600,149.373291,136.10830916999998
6757200,137.6810303,125.63793793500001
6760800,127.5658951,116.57338942999999
6764400,277.0724487,814.3574370200001
6768000,2413.338379,2299.0969483500003
6771600,3318.666748,3207.0043335
6775200,3749.469482,3633.70755605
6778800,3961.221191,3840.5914429499994
6782400,3442.293213,3490.2275145500003
6786000,1942.359497,1956.6605774000004
6789600,1231.068604,1301.5477234999998
6793200,863.609375,1136.90643308
6796800,642.9285278,1023.3289977349999
6800400,498.5358582,939.270127935
6804000,399.9831543,881.99827875
6807600,1631.539185,772.7660736250001
6811200,984.6695557,523.48789673
6814800,605.3453979,387.86485596
6818400,428.7591858,308.1869339
6822000,331.569458,254.87018051
6825600,268.2648621,216.523817445
6829200,224.1543579,187.90170059000002
6832800,192.3875427,165.87372894499998
6836400,168.6847992,148.41837083
6840000,358.1130676,144.616034315
6843600,2459.16333,1899.4104857999996
6847200,3349.170898,3028.03709715
6850800,3774.562256,3545.4372558000005
6854400,4008.030273,3818.3235596000004
6858000,4146.698242,3978.01948235
6861600,4204.803223,4061.0411988000005
6865200,3426.368164,3816.556603950001
6868800,1986.849976,2165.6295959999998
6872400,1297.444824,1372.53488765
6876000,929.2109375,964.2626892149999
6879600,702.008728,720.0496826199999
6883200,550.4434204,559.471679685
6886800,445.1365356,448.98420105499997
6890400,369.2546692,370.143058795
6894000,2202.389404,406.26893461
6897600,1332.888916,320.34543608999996
6901200,791.9928589,260.04284897
6904800,545.2598877,221.19427183999997
6908400,412.2201233,193.12775649
6912000,327.0982971,171.36423798
6915600,268.7886353,153.952888505
6919200,227.4877014,140.21279450499998
6922800,1166.854736,2108.8679443499996
6926400,2741.73999,3070.88482665
6930000,3463.591064,3563.8080078499997
6933600,3839.731445,3842.51801755
6937200,4054.413574,4003.1609009
6940800,4183.309082,4023.01911625
6944400,4262.046387,4037.56961675
6948000,4310.287598,4062.435131800001
6951600,4333.109375,4082.628442450001
6955200,4117.5625,4075.6088868000006
6958800,3536.805664,3669.6300292
6962400,2107.605713,2149.73403325
6966000,1392.974976,1406.92518915
6969600,1009.072815,1013.340338095
6973200,771.6004639,771.495440685
6976800,611.6966553,609.26127014
6980400,499.2723389,495.66395568999985
6984000,417.3710938,448.82329713000007
6987600,355.6237793,617.973812855
6991200,307.6757507,704.95677339
6994800,269.5921021,739.1414169100001
6998400,238.837204,753.94326931
7002000,1331.354614,725.789183025
7005600,1060.192749,488.56165619
7009200,2503.47998,2169.92479245
7012800,3341.421875,3115.3617065999997
7016400,3777.287354,3591.51062015
7020000,4024.116699,3858.2801391000003
7023600,4170.116211,4015.8436158000004
7027200,4258.606445,4111.2552612
7030800,4312.499023,4169.3488280500005
7034400,4344.711426,4204.2471436
7038000,4350.347656,4212.73278805
7041600,3744.583496,3754.5690794499997
7045200,2207.376465,2200.3706297999993
7048800,1456.98938,1441.4596741
7052400,1055.56665,1039.4666993
7056000,806.9063721,975.756191995
7059600,639.5360107,980.975814765
7063200,522.0805054,951.9912140449999
7066800,436.6738892,919.2024398899999
7070400,740.5339355,891.89937135
7074000,1437.398926,679.2900268750001
7077600,832.1557007,485.03410645499997
7081200,553.293396,379.33677063
7084800,416.9133606,313.220143135
7088400,335.0520325,266.85890350500006
7092000,279.2702026,232.43184586499996
7095600,239.348465,205.90877915000002
7099200,400.9603271,365.4810379
7102800,2481.67334,2386.4595703500004
7106400,3363.683105,3246.3814086999996
7110000,3785.145508,3658.494360350001
7113600,4016.495117,3885.3496948500006
7117200,4153.652832,4020.253076249999
7120800,4236.106934,4093.5841919500003
7124400,4253.861328,4033.2287353000006
7128000,3224.575439,3379.5210082999997
7131600,1914.492188,2393.7887879
7135200,1282.161255,1751.0039611500001
7138800,2092.422119,1370.0447570499998
7142400,1451.563477,952.2635071449998
7146000,942.7938843,705.36231995
7149600,685.8170166,553.1248077449998
7153200,535.9959717,450.044770815
7156800,435.2644043,375.83923036
7160400,363.0436096,320.33223723000003
7164000,309.547821,277.583622735
7167600,268.7861938,243.87545854
7171200,236.8527832,216.77872696500003
7174800,211.2142029,194.644280235
7178400,190.2108917,176.30196150999998
7182000,172.722229,160.89452590500002
7185600,341.1471558,321.418908685
7189200,2444.536377,2352.46646745
7192800,3337.563721,3132.2784302
7196400,3765.140137,3500.05642085
7200000,4000.495605,3714.0688476999994
7203600,4140.524902,3788.27517085
7207200,3976.047607,3798.50744625
7210800,3907.80957,3896.7280396
7214400,4082.763428,3894.0751587499994
7218000,3418.230713,3473.34801025
7221600,3079.197754,2133.5811890000004
7225200,1834.958984,1473.62471935
7228800,1221.238647,1277.52600395
7232400,891.4318848,1139.4059570450002
7236000,686.5621338,1039.6455963449998
7239600,547.9750366,966.4017180949999
7243200,1598.307739,785.561782815
7246800,950.0509033,553.60628356
7250400,627.6311035,426.14517365
7254000,469.2724915,347.200193805
7257600,375.3755798,292.27458724
7261200,311.268219,251.71332931
7264800,265.0695496,220.71881409500003
7268400,230.6816559,196.326416015
7272000,381.8347168,351.71502075
7275600,2470.486084,2379.434668
7279200,3355.682617,3241.99799805
7282800,3778.162598,3655.1149291999996
7286400,4009.865723,3882.425000149999
7290000,4147.127441,4017.51080315
7293600,4223.219727,4093.04042975
7297200,4075.0354,3981.096948200001
7300800,2318.750732,2346.0591796500003
7304400,1473.901001,1481.6233520500002
7308000,1039.796021,1244.018530365
7311600,780.4609985,1133.8207153850003
7315200,609.6557007,1041.218063325
7318800,491.7887268,971.667912345
7322400,1089.925537,916.9422668699999
7326000,1325.995972,663.364562975
7329600,782.7498779,480.004652405
7333200,533.0473022,377.06049957
7336800,405.8972778,310.73687439500003
7340400,326.9417725,263.64536363
7344000,272.4767151,228.588938145
7347600,233.3223267,201.626920315
7351200,204.1901245,180.25785904
7354800,181.6677094,162.86024779000005
7358400,163.6122894,148.38476867499998
7362000,1432.920166,832.8694427350001
7365600,2905.241211,2580.89990235
7369200,3549.959961,3328.9719116500005
7372800,3876.445313,3696.3502199000004
7376400,4062.826416,3901.8532105499994
7380000,4141.280762,3995.05801995
7383600,3176.723877,3223.4480590499998
7387200,1851.708862,1859.7166932
7390800,1219.627319,1210.5640135999997
7394400,878.0440674,922.1279754450001
7398000,665.6984253,939.3895172050001
7401600,523.8226318,919.7780791299999
7405200,425.1917725,887.1419387599999
7408800,354.0160522,858.9499892999999
7412400,1624.19873,765.6728347850001
7416000,985.7728271,516.0869354250001
7419600,603.8424072,381.95940551499996
7423200,427.8628235,304.43339233
7426800,331.9300842,253.05525284
7430400,269.7437744,216.24617767499998
7434000,226.4723053,188.765020755
7437600,195.2767639,167.53337326000002
7441200,171.9182587,150.595671095
7444800,153.7001953,136.71273193
7448400,1858.241821,1205.8535521500003
7452000,3083.390625,2738.6815063000004
7455600,3638.269043,3404.8109497000005
7459200,3927.66333,3739.23751215
7462800,4095.319824,3929.1839477500007
7466400,4153.127441,4007.0340698499995
7470000,2995.10083,3093.2213868
7473600,1767.066162,1796.1573120500002
7477200,1176.526123,1178.08534555
7480800,851.8441162,845.1672668449999
7484400,647.7911987,638.759347525
7488000,510.7738342,501.12261199000005
7491600,415.1581421,405.62608489999997
7495200,345.895874,336.84749451
7498800,293.8720398,285.44881896
7502400,253.6213837,245.837119295
7506000,221.8132935,214.62422256000005
7509600,196.2982483,189.645333095
7513200,175.5785522,169.406513975
7516800,158.5457916,152.80839843500002
7520400,144.3603363,139.018376925
7524000,132.3823853,127.40181617499998
7527600,122.129097,117.47977027999998
7531200,113.2429504,108.89686621999999
7534800,105.4605865,101.39093322
7538400,98.5870285,120.46606216350001
7542000,92.47711945,366.9385883465
7545600,87.01909637,519.1026347635
7549200,82.12656403,632.5897369575001
7552800,400.0560303,729.457923915
7556400,1198.251343,507.318263255
7560000,625.5513916,315.11427384
7563600,373.0835266,222.763979355
7567200,258.7398071,261.98873063
7570800,195.2137451,443.380819755
7574400,154.7309418,541.4436176500001
7578000,127.7216339,628.1958621649999
7581600,751.289978,639.7955185000001
7585200,1110.560181,429.16775514499994
7588800,589.0117188,276.21708297
7592400,361.351593,200.13858681
7596000,254.5455017,156.3239067
7599600,192.9882355,127.84682121
7603200,153.1112366,108.2335609425
7606800,126.2470322,94.181576164
7610400,107.5727539,83.6986507435
7614000,94.03865814,75.57104110650002
7617600,639.9691772,529.29774475
7621200,2595.310059,2470.9061523
7624800,3426.869629,3297.0462036500003
7628400,3831.440918,3692.84625245
7632000,4056.450684,3830.4714966499996
7635600,4190.180176,3917.7010008999996
7639200,4270.169922,3984.9036987
7642800,4269.726074,4001.381860300001
7646400,4007.126953,3780.0304198999993
7650000,2650.34375,2244.4233030999994
7653600,1628.995483,1415.5896728
7657200,1118.673218,990.3744995549999
7660800,824.9707642,864.00094603
7664400,635.0302734,892.11589052
7668000,505.0521545,875.4072327150001
7671600,412.7837219,849.5933136149999
7675200,344.9129333,827.34877774
7678800,1507.223389,669.98545078
7682400,856.9835815,458.360134895
7686000,544.6296997,346.116735075
7689600,396.5725708,278.68651199000004
7693200,311.2532959,232.75047836
7696800,254.3244019,199.34924545500002
7700400,1108.586426,705.30068517
7704000,2775.296631,2522.3217285
7707600,3507.121338,3320.78393565
7711200,3874.944824,3714.172485299999
7714800,4083.44165,3934.1396727499996
7718400,4208.721191,4066.0696777500007
7722000,4284.825684,4146.430883949999
7725600,4330.800293,4195.1937257
7729200,4342.320313,4184.174572850001
7732800,3617.460693,3747.78762215
7736400,2125.800537,2694.8821045500003
7740000,1402.566528,1921.1643615500002
7743600,1013.603577,1526.64009705
7747200,2015.817383,1172.366427595
7750800,1223.126343,828.21954347
7754400,820.3543701,628.806906125
7758000,612.9238281,501.63832092
7761600,486.0636902,412.93202666999997
7765200,398.3716736,347.711433415
7768800,334.6773071,298.148759455
7772400,287.0357666,259.49444123
7776000,250.3579407,347.12941134000005
7779600,221.3187256,534.057849145
7783200,197.762207,612.066506955
7786800,178.2861176,638.29729921
7790400,949.6156616,891.025936935
7794000,2540.951416,2631.82004405
7797600,3435.983643,3394.435461350001
7801200,3852.458252,3762.3057617
7804800,4077.310303,3964.961022950001
7808400,4208.914551,4084.7996093500005
7812000,4287.000977,4156.1207519
7815600,4310.907715,4147.38294675
7819200,3610.760254,3193.69034435
7822800,2108.051514,2209.5948485500003
7826400,1381.863892,1670.4327882000002
7830000,993.9891968,1378.6194275
7833600,1845.394775,1162.1457825349999
7837200,1387.238037,815.502212535
7840800,883.34552,607.2048370250001
7844400,635.755127,480.716448975
7848000,495.2911072,394.84660339
7851600,401.815094,332.37029266999997
7855200,335.0449219,285.20214385500003
7858800,285.7809753,248.63306426500003
7862400,248.3708496,219.62299957
7866000,219.1049652,196.141434475
7869600,195.5791168,176.80275498999998
7873200,176.2454224,160.63305511500002
7876800,160.085022,146.93088074000002
7880400,146.3945007,135.179958345
7884000,134.6678619,124.995513515
7887600,124.5252457,116.08887481999997
7891200,115.6760178,210.75778427999998
7894800,107.8979645,437.56530495999993
7898400,101.0172272,513.4768489745
7902000,94.89641571,551.4439418435
7905600,89.42573547,577.7212287685
7909200,1210.684082,463.8514541899999
7912800,641.2130737,293.7205787649999
7916400,378.4033203,210.635588835
7920000,261.3539429,164.95979270499998
7923600,197.9800568,135.99042434999998
7927200,157.8670197,116.15151443400002
7930800,131.0380707,101.946448895
7934400,112.5098419,130.9998798275
7938000,99.1714325,429.6484855569999
7941600,89.10102081,546.9172534864999
7945200,867.9533081,540.581819136
7948800,896.4237671,342.923614507
7952400,482.4043884,223.46066208200006
7956000,2183.455566,487.8253631449999
7959600,3149.895508,2342.2893065999997
7963200,2383.811768,3036.9272460500006
7966800,3431.141846,3552.4158081
7970400,3888.883545,3848.420996150001
7974000,4111.338379,4020.6820678999998
7977600,4233.143066,4123.46129155
7981200,4305.333008,4185.71289055
7984800,4348.038574,4221.895141499999
7988400,4325.647949,4188.3130614500005
7992000,2967.052734,2906.0552734500006
7995600,1805.773315,1780.1874511
7999200,1232.612793,1478.7142334
8002800,906.9838867,1410.12476805
8006400,697.4749146,1367.3157379499999
8010000,554.3789063,1321.002407855
8013600,1536.656616,1259.3138245149999
8017200,2063.74585,919.3652862499999
8020800,1162.035767,629.208445755
8024400,743.7385254,473.57723846500005
8028000,540.1135864,378.072343445
8031600,419.4332581,312.517448445
8035200,338.6316528,264.927980805
8038800,281.9657898,229.13150559000002
8042400,240.8535004,201.32235259500004
8046000,209.8314209,398.88027184000003
8049600,1104.480957,1079.788604745
8053200,2800.332764,2613.4264587999996
8056800,3528.021484,3278.4433226499996
8060400,3836.38916,3614.5506591999997
8064000,3571.445313,3848.7125489500004
8067600,3998.932373,4059.7433106000003
8071200,4231.313965,4165.2108643
8074800,4328.125977,4221.332544000001
8078400,4364.648438,4231.9608887
8082000,4265.430176,3818.85985105
8085600,2441.294434,2228.9280883999995
8089200,1559.395142,1443.03414925
8092800,1104.029419,1030.3216461349998
8096400,830.8336182,779.4135254
8100000,649.9998169,612.273403935
8103600,524.6045532,495.830891405
8107200,434.4833679,411.754756165
8110800,367.3588867,348.86365357000005
8114400,315.7328796,300.339041125
8118000,275.0285339,261.99903487499995
8121600,242.3578796,231.179232775
8125200,215.7718811,206.06764832
8128800,193.8693695,185.352107235
8132400,175.600647,168.04828263000002
8136000,374.0846863,355.68923951000005
8139600,2482.95166,2401.240918
8143200,3374.176025,3268.0908934999998
8146800,3800.621338,3683.5938598000007
8150400,4034.814453,3912.1331664499985
8154000,4173.344238,4046.406201249999
8157600,4242.535156,4044.7530030000003
8161200,3774.291016,3696.8034913
8164800,2171.37085,2672.3671692
8168400,1397.040161,1880.67830205
8172000,1718.076172,1476.2093017499997
8175600,1678.971313,1037.4841857899999
8179200,1044.039795,747.74174195
8182800,730.8270264,574.92168885
8186400,558.3638916,461.186994935
8190000,446.6818848,380.776441955
8193600,367.9811401,406.72406003000003
8197200,310.4190674,578.012405445
8200800,267.0945129,649.96943665
8204400,233.5578918,661.451475555
8208000,206.9154968,666.329829445
8211600,1427.302124,581.582513445
8215200,788.6217041,385.2745697
8218800,479.3070374,285.7731987049999
8222400,542.6102905,239.64635313999997
8226000,2573.163086,1938.7214539000001
8229600,3426.925781,3068.7832152999995
8233200,3831.40918,3583.3506713
8236800,4052.189453,3852.9924926500003
8240400,4182.150879,4009.750744650001
8244000,4206.480469,4062.0104615000005
8247600,2891.956299,3056.29259025
8251200,1736.077759,1793.7391480000001
8254800,1172.971069,1188.6338989500002
8258400,857.5708618,859.0042449949999
8262000,656.8825684,652.9116516199999
8265600,521.0692749,650.3464187400001
8269200,425.6210327,739.3317413299999
8272800,356.0066833,767.5331878950001
8276400,303.4051514,767.1967788849998
8280000,283.1609802,762.6388473300001
8283600,1409.532471,610.03155825
8287200,789.8418579,416.80458222000004
8290800,498.8286438,316.043816375
8294400,362.9906006,256.24619445999997
8298000,285.477478,215.80045013
8301600,234.1987305,186.51305313000003
8305200,198.3199463,164.407547745
8308800,172.2939758,147.10414046
8312400,152.6245422,133.11372412499998
8316000,137.1283569,121.51272316
8319600,1865.528931,199.61648445999998
8323200,3096.591797,1482.6628154750001
8326800,3652.318115,2097.743442044
8330400,3876.884033,2366.737885241
8334000,2698.808105,2133.6624011699996
8337600,1560.383789,1191.2804516025003
8341200,1023.052612,749.501032623
8344800,731.5244751,570.5883147995
8348400,550.4127808,677.1585404114999
8352000,430.4902954,728.90240285
8355600,348.0428467,744.22651579
8359200,289.0708618,731.7757804579999
8362800,1435.056885,672.381178295
8366400,1090.446167,441.15485380999996
8370000,632.1425171,309.83005447
8373600,426.338623,238.22373275999993
8377200,320.2288818,193.16297150499997
8380800,254.0406799,162.091582875
8384400,209.0739594,139.6507843035
8388000,177.3964539,122.83606033199999
8391600,154.2472382,109.77935104300002
8395200,136.5976105,99.31724738049999
8398800,122.602829,90.727754789
8402400,111.1749802,83.5479534155
8406000,101.6611023,110.289626503
8409600,93.63879395,848.4093658310001
8413200,86.80766296,1177.9613147904997
8416800,80.9373703,1332.5824813525
8420400,75.84724426,1510.8088414190001
8424000,71.39361572,1751.475942204
8427600,67.46276093,1265.276994698
8431200,63.96513367,1027.8404213285
8434800,60.83027649,931.4687065095001
8438400,1535.769287,773.9935180500001
8442000,795.5570068,489.94849551000004
8445600,441.9515991,343.72509841
8449200,288.0839539,261.1808815149999
8452800,208.9013824,208.1777370475
8456400,160.3172302,171.4538333885
8460000,128.469162,144.9306453725
8463600,106.9718704,125.12740154399998
8467200,91.91348267,109.89283275
8470800,80.86412048,97.8742111175
8474400,72.39292908,88.20115605199999
8478000,65.68404388,80.28826522499999
8481600,595.3087158,407.403687275
8485200,2583.442871,1619.405112885
8488800,3429.325684,2742.3689941499997
8492400,3840.193359,3326.6247680999995
8496000,4068.235352,3633.3230958
8499600,4142.312012,3815.17692865
8503200,3889.771729,3963.4549072500004
8506800,4013.33374,4134.939074649999
8510400,4254.134766,4188.5189698
8514000,3978.90625,3690.4321410999996
8517600,2275.434326,2248.20727535
8521200,1452.906616,1669.79802245
8524800,1025.986328,1394.938220295
8528400,768.0160522,1219.13060919
8532000,596.9137573,1100.6665862
8535600,1486.699951,994.309316995
8539200,1326.284302,696.496360785
8542800,798.4623413,506.8576385550001
8546400,552.0308838,396.9317627049999
8550000,420.9299622,324.30651245499996
8553600,336.9851379,272.172424315
8557200,278.3584595,233.197922515
8560800,235.9218597,203.20226592999998
8564400,204.2016602,179.487274935
8568000,430.2402039,397.266812135
8571600,2522.135498,2431.5405761499997
8575200,3406.842285,3294.7483641499994
8578800,3830.043945,3708.7623536
8582400,4061.797363,3936.0675903500005
8586000,4198.475586,4070.50474855
8589600,4279.08252,4147.019995199998
8593200,4264.19873,4111.8991821
8596800,2765.850342,2479.4746338
8600400,1690.825562,1539.8688354
8604000,1158.29126,1067.1618774499998
8607600,853.4967651,791.30727539
8611200,656.9376221,611.7044647199999
8614800,522.8095703,488.60035094999995
8618400,427.8583374,401.09481658500005
8622000,358.1539917,336.58520659499993
8625600,305.2164917,287.41749115000005
8629200,263.9119263,248.957202155
8632800,231.053009,218.31080398499998
8636400,204.5360565,193.54972610500002
8640000,182.8727417,173.29869766
8643600,164.9516602,156.52615205
8647200,149.9322968,264.07468338999996
8650800,137.1765747,490.6722930899999
