Time,Qbor_pos_first_year,Qbor_pos_second_year
0.0,0.0,4122.572265625
0.0770337060093879,-2.731410131673329e-05,4166.28564453125
0.0770337060093879,-2.731410131673329e-05,4166.28564453125
0.10231863707304,-4.8178870201809325e-05,4204.251953125
0.10231863707304,-4.8178870201809325e-05,4204.251953125
45.075592041015625,-6.862616062164307,4237.158203125
45.075592041015625,-6.862616062164307,4237.158203125
485.39401245117193,135.61141967773438,4265.77392578125
485.39401245117193,135.61141967773438,4265.77392578125
900.0,544.8709106445312,4290.7216796875
900.0,544.8709106445312,4290.7216796875
1454.016845703125,1095.009521484375,4312.49853515625
1454.016845703125,1095.009521484375,4312.49853515625
1626.288818359375,1211.1375732421875,4331.5283203125
1626.288818359375,1211.1375732421875,4331.5283203125
1800.0,1310.8883056640625,4348.17333984375
1800.0,1310.8883056640625,4348.17333984375
2700.0,1890.16943359375,4362.73974609375
2700.0,1890.16943359375,4362.73974609375
3600.0,2297.071533203125,4375.38818359375
3600.0,2297.071533203125,4375.38818359375
3945.763427734375,2447.6767578125,4386.0927734375
3945.763427734375,2447.6767578125,4386.0927734375
4500.0,2562.78955078125,4393.5361328125
4500.0,2562.78955078125,4393.5361328125
5400.0,2723.91552734375,4395.04541015625
5400.0,2723.91552734375,4395.04541015625
6300.0,2799.4453125,4389.7548828125
6300.0,2799.4453125,4389.7548828125
6856.04736328125,2819.12939453125,4387.513671875
6856.04736328125,2819.12939453125,4387.513671875
7200.0,2845.91162109375,4372.68505859375
7200.0,2845.91162109375,4372.68505859375
7914.33203125,3104.391845703125,4352.5859375
7914.33203125,3104.391845703125,4352.5859375
8100.0,3165.530029296875,4327.822265625
8100.0,3165.530029296875,4327.822265625
9000.0,3442.971923828125,4296.7080078125
9000.0,3442.971923828125,4296.7080078125
9900.0,3661.914794921875,4261.1962890625
9900.0,3661.914794921875,4261.1962890625
10800.0,3836.494873046875,4222.81689453125
10800.0,3836.494873046875,4222.81689453125
11700.0,3972.2177734375,4183.17529296875
11700.0,3972.2177734375,4183.17529296875
12600.0,4087.031005859375,4142.642578125
12600.0,4087.031005859375,4142.642578125
12600.0,4087.031005859375,4090.0361328125
12600.0,4087.031005859375,4090.0361328125
13500.0,4177.9814453125,4029.265625
13500.0,4177.9814453125,4029.265625
14400.0,4256.234375,3960.6416015625
14400.0,4256.234375,3960.6416015625
15300.0,4318.6181640625,3887.13916015625
15300.0,4318.6181640625,3887.13916015625
16200.0,4369.72119140625,3804.528564453125
16200.0,4369.72119140625,3804.528564453125
17100.0,4411.64892578125,3727.855712890625
17100.0,4411.64892578125,3727.855712890625
18000.0,4452.40673828125,3658.619140625
18000.0,4452.40673828125,3658.619140625
18900.0,4484.38525390625,3595.162353515625
18900.0,4484.38525390625,3595.162353515625
19800.0,4510.79443359375,3535.58349609375
19800.0,4510.79443359375,3535.58349609375
20700.0,4532.43701171875,3478.5712890625
20700.0,4532.43701171875,3478.5712890625
21600.0,4556.66259765625,3423.961181640625
21600.0,4556.66259765625,3423.961181640625
22500.0,4574.68701171875,3372.64599609375
22500.0,4574.68701171875,3372.64599609375
23091.583984375,4586.6806640625,3325.893798828125
23091.583984375,4586.6806640625,3325.893798828125
23400.0,4589.3447265625,3282.421630859375
23400.0,4589.3447265625,3282.421630859375
24300.0,4601.05712890625,3229.991943359375
24300.0,4601.05712890625,3229.991943359375
25200.0,4614.3955078125,3182.083740234375
25200.0,4614.3955078125,3182.083740234375
26100.0,4623.86865234375,3157.161376953125
26100.0,4623.86865234375,3157.161376953125
27000.0,4631.2392578125,3150.822265625
27000.0,4631.2392578125,3150.822265625
27900.0,4636.77685546875,3026.62841796875
27900.0,4636.77685546875,3026.62841796875
28800.0,4644.55322265625,2413.96630859375
28800.0,4644.55322265625,2413.96630859375
29700.0,4649.3466796875,1888.0968017578125
29700.0,4649.3466796875,1888.0968017578125
30049.84375,4651.681640625,1485.5186767578125
30049.84375,4651.681640625,1485.5186767578125
30600.0,4652.7265625,1193.042724609375
30600.0,4652.7265625,1193.042724609375
31500.0,4654.73095703125,982.9769897460936
31500.0,4654.73095703125,982.9769897460936
32400.0,4658.99169921875,824.3744506835938
32400.0,4658.99169921875,824.3744506835938
33300.0,4654.14453125,713.4074096679688
33300.0,4654.14453125,713.4074096679688
34200.0,4641.0634765625,640.2131958007812
34200.0,4641.0634765625,640.2131958007812
35100.0,4622.68505859375,596.2769775390625
35100.0,4622.68505859375,596.2769775390625
36000.0,4603.560546875,574.5386352539064
36000.0,4603.560546875,574.5386352539064
36900.0,4585.2939453125,581.0535278320312
36900.0,4585.2939453125,581.0535278320312
37800.0,4568.34912109375,583.5765380859375
37800.0,4568.34912109375,583.5765380859375
38700.0,4553.33447265625,580.3948364257812
38700.0,4553.33447265625,580.3948364257812
39600.0,4546.474609375,572.7959594726562
39600.0,4546.474609375,572.7959594726562
40500.0,4542.11767578125,561.4407348632812
40500.0,4542.11767578125,561.4407348632812
